"","Subject","Word","RT","BaseFrequency","GenderCode","RT_raw_ms","RT_raw_s"
"365","pp2","lobbigheid",7.34,0,1,1540.71211366621,1.54071211366621
"366","pp2","banaalheid",6.33,5.74,1,561.156593852991,0.561156593852991
"367","pp2","erkendheid",6.48,6.52,1,651.970946271172,0.651970946271172
"368","pp2","coulantheid",6.31,1.79,1,550.044948812039,0.550044948812039
"369","pp2","geurloosheid",6.25,2.56,1,518.012824668342,0.518012824668342
"370","pp2","antiekheid",6.04,6.75,1,419.893034886675,0.419893034886675
"371","pp2","ludiekheid",6.67,4.14,1,788.395604462632,0.788395604462632
"372","pp2","ondiepheid",6.1,5.66,1,445.857770082517,0.445857770082517
"373","pp2","markantheid",6.26,5.16,1,523.218940108001,0.523218940108001
"374","pp2","pipsheid",6.45,3.33,1,632.702292812254,0.632702292812254
"375","pp2","bezweetheid",6.25,4.75,1,518.012824668342,0.518012824668342
"376","pp2","onbelastheid",6.46,3.18,1,639.061056569553,0.639061056569553
"377","pp2","koketheid",6.26,4.79,1,523.218940108001,0.523218940108001
"378","pp2","onattentheid",6.3,1.61,1,544.571910125929,0.544571910125929
"379","pp2","onwelheid",6.36,3.97,1,578.246356393727,0.578246356393727
"380","pp2","visrijkheid",6.33,3.04,1,561.156593852991,0.561156593852991
"381","pp2","gammelheid",6.36,4.91,1,578.246356393727,0.578246356393727
"382","pp20","riantheid",6.45,4.53,1,632.702292812254,0.632702292812254
"383","pp20","beuheid",6.71,5.07,1,820.570639450628,0.820570639450628
"384","pp20","ovaalheid",6.71,5.86,1,820.570639450628,0.820570639450628
"385","pp20","aftandsheid",6.72,4.2,1,828.81751148147,0.82881751148147
"386","pp20","beschutheid",6.3,4.79,1,544.571910125929,0.544571910125929
"387","pp20","tactvolheid",6.4,4.75,1,601.845037872082,0.601845037872082
"388","pp20","tembaarheid",6.46,0,1,639.061056569553,0.639061056569553
"389","pp20","summierheid",6.68,5.3,1,796.319112015905,0.796319112015905
"390","pp20","tilbaarheid",6.39,0,1,595.856579688016,0.595856579688016
"391","pp20","pitloosheid",6.73,0,1,837.147265954143,0.837147265954143
"392","pp20","labielheid",6.64,4.38,1,765.094993020038,0.765094993020038
"393","pp20","contentheid",6.36,4.5,1,578.246356393727,0.578246356393727
"394","pp20","saprijkheid",6.55,0,1,699.244173815885,0.699244173815885
"395","pp20","dementheid",6.47,3.83,1,645.483726965062,0.645483726965062
"396","pp20","royaalheid",6.59,6.09,1,727.780869898828,0.727780869898828
"397","pp20","blusbaarheid",6.62,0,1,749.945097111882,0.749945097111882
"398","pp20","basaalheid",6.52,3.56,1,678.578385339442,0.678578385339442
"399","pp20","ontroerdheid",6.62,5.55,1,749.945097111882,0.749945097111882
"400","pp20","banaalheid",6.54,5.74,1,692.286578036492,0.692286578036492
"401","pp20","erkendheid",6.4,6.52,1,601.845037872082,0.601845037872082
"402","pp20","geurloosheid",6.87,2.56,1,962.948565812014,0.962948565812014
"403","pp20","ludiekheid",7.04,4.14,1,1141.38760662897,1.14138760662897
"404","pp20","ondiepheid",6.95,5.66,1,1043.1497281803,1.0431497281803
"405","pp20","markantheid",6.66,5.16,1,780.550937126804,0.780550937126804
"406","pp20","bezweetheid",6.54,4.75,1,692.286578036492,0.692286578036492
"407","pp20","onbelastheid",6.68,3.18,1,796.319112015905,0.796319112015905
"408","pp20","koketheid",6.43,4.79,1,620.173948012713,0.620173948012713
"409","pp21","bezweetheid",6.58,4.75,2,720.53932924916,0.72053932924916
"410","pp21","royaalheid",7.02,6.09,2,1118.78661774649,1.11878661774649
"411","pp21","antiekheid",7.15,6.75,2,1274.10595517345,1.27410595517345
"412","pp21","beschutheid",6.4,4.79,2,601.845037872082,0.601845037872082
"413","pp21","gammelheid",6.89,4.91,2,982.401417218259,0.982401417218259
"414","pp21","tactvolheid",6.86,4.75,2,953.367067491184,0.953367067491184
"415","pp21","onattentheid",7.08,1.61,2,1187.96851850909,1.18796851850909
"416","pp21","tembaarheid",6.9,0,2,992.274715605026,0.992274715605026
"417","pp21","contentheid",6.96,4.5,2,1053.63355724232,1.05363355724232
"418","pp21","erkendheid",7.07,6.52,2,1176.14803424917,1.17614803424917
"419","pp21","riantheid",6.89,4.53,2,982.401417218259,0.982401417218259
"420","pp21","beuheid",7.04,5.07,2,1141.38760662897,1.14138760662897
"421","pp21","dementheid",6.58,3.83,2,720.53932924916,0.72053932924916
"422","pp21","banaalheid",7.08,5.74,2,1187.96851850909,1.18796851850909
"423","pp21","blusbaarheid",6.84,0,2,934.48913472921,0.93448913472921
"424","pp21","basaalheid",6.99,3.56,2,1085.72147618592,1.08572147618592
"425","pp21","ludiekheid",7.39,4.14,2,1619.70611293369,1.61970611293369
"426","pp21","ovaalheid",6.72,5.86,2,828.81751148147,0.82881751148147
"427","pp21","visrijkheid",6.58,3.04,2,720.53932924916,0.72053932924916
"428","pp21","lobbigheid",6.8,0,2,897.847291650418,0.897847291650418
"429","pp21","labielheid",6.72,4.38,2,828.81751148147,0.82881751148147
"430","pp21","onbelastheid",7.05,3.18,2,1152.85874278339,1.15285874278339
"431","pp21","pitloosheid",6.65,0,2,772.78432553515,0.77278432553515
"432","pp21","jofelheid",6.43,3.33,2,620.173948012713,0.620173948012713
"433","pp21","kalkrijkheid",6.54,3.14,2,692.286578036492,0.692286578036492
"434","pp21","coulantheid",6.8,1.79,2,897.847291650418,0.897847291650418
"435","pp21","ontroerdheid",6.81,5.55,2,906.870806947572,0.906870806947572
"436","pp21","markantheid",7.03,5.16,2,1130.03061018637,1.13003061018637
"437","pp21","summierheid",6.89,5.3,2,982.401417218259,0.982401417218259
"438","pp21","enormheid",6.64,8.42,2,765.094993020038,0.765094993020038
"439","pp21","tilbaarheid",6.8,0,2,897.847291650418,0.897847291650418
"440","pp21","geurloosheid",6.63,2.56,2,757.482170641809,0.757482170641809
"441","pp21","pipsheid",6.95,3.33,2,1043.1497281803,1.0431497281803
"442","pp22","enormheid",6.34,8.42,2,566.796311381596,0.566796311381596
"443","pp22","basaalheid",6.51,3.56,2,671.826417591094,0.671826417591094
"444","pp22","markantheid",6.56,5.16,2,706.271694595366,0.706271694595366
"445","pp22","ontroerdheid",6.33,5.55,2,561.156593852991,0.561156593852991
"446","pp22","lobbigheid",6.55,0,2,699.244173815885,0.699244173815885
"447","pp22","contentheid",6.66,4.5,2,780.550937126804,0.780550937126804
"448","pp22","riantheid",6.38,4.53,2,589.927707658469,0.589927707658469
"449","pp22","tembaarheid",6.74,0,2,845.560735851037,0.845560735851037
"450","pp22","onattentheid",6.32,1.61,2,555.572992451403,0.555572992451403
"451","pp22","bebrildheid",6.64,3.61,2,765.094993020038,0.765094993020038
"452","pp22","aftandsheid",6.88,4.2,2,972.626359791884,0.972626359791884
"453","pp22","geurloosheid",6.38,2.56,2,589.927707658469,0.589927707658469
"454","pp22","ovaalheid",6.57,5.86,2,713.369843132868,0.713369843132868
"455","pp22","erkendheid",6.29,6.52,2,539.153329084643,0.539153329084643
"456","pp22","coulantheid",6.46,1.79,2,639.061056569553,0.639061056569553
"457","pp22","labielheid",6.55,4.38,2,699.244173815885,0.699244173815885
"458","pp22","visrijkheid",6.56,3.04,2,706.271694595366,0.706271694595366
"459","pp22","ondiepheid",6.63,5.66,2,757.482170641809,0.757482170641809
"460","pp22","onwelheid",6.4,3.97,2,601.845037872082,0.601845037872082
"461","pp22","blusbaarheid",6.74,0,2,845.560735851037,0.845560735851037
"462","pp22","tilbaarheid",6.47,0,2,645.483726965062,0.645483726965062
"463","pp22","gammelheid",6.35,4.91,2,572.492709013671,0.572492709013671
"464","pp22","koketheid",6.77,4.79,2,871.311893990772,0.871311893990772
"465","pp22","ludiekheid",6.54,4.14,2,692.286578036492,0.692286578036492
"466","pp22","pipsheid",6.37,3.33,2,584.057828891295,0.584057828891295
"467","pp22","banaalheid",6.42,5.74,2,614.003114125552,0.614003114125552
"468","pp22","bezweetheid",6.42,4.75,2,614.003114125552,0.614003114125552
"469","pp22","beschutheid",6.47,4.79,2,645.483726965062,0.645483726965062
"470","pp22","antiekheid",6.63,6.75,2,757.482170641809,0.757482170641809
"471","pp22","tactvolheid",6.49,4.75,2,658.523363215221,0.658523363215221
"472","pp22","jofelheid",6.71,3.33,2,820.570639450628,0.820570639450628
"473","pp22","pitloosheid",6.54,0,2,692.286578036492,0.692286578036492
"474","pp22","summierheid",6.56,5.3,2,706.271694595366,0.706271694595366
"475","pp22","kalkrijkheid",6.46,3.14,2,639.061056569553,0.639061056569553
"476","pp22","onbelastheid",6.67,3.18,2,788.395604462632,0.788395604462632
"477","pp22","kortafheid",6.69,5.87,2,804.322252143982,0.804322252143982
"478","pp22","saprijkheid",6.33,0,2,561.156593852991,0.561156593852991
"479","pp22","beuheid",6.5,5.07,2,665.141633044362,0.665141633044362
"480","pp22","dementheid",6.6,3.83,2,735.095189241973,0.735095189241973
"481","pp22","royaalheid",6.28,6.09,2,533.788663825561,0.533788663825561
"482","pp23","riantheid",6.33,4.53,2,561.156593852991,0.561156593852991
"483","pp23","beuheid",6.36,5.07,2,578.246356393727,0.578246356393727
"484","pp23","aftandsheid",7.17,4.2,2,1299.84460280403,1.29984460280403
"485","pp23","beschutheid",6.32,4.79,2,555.572992451403,0.555572992451403
"486","pp23","tactvolheid",6.41,4.75,2,607.893681061474,0.607893681061474
"487","pp23","tembaarheid",7.39,0,2,1619.70611293369,1.61970611293369
"488","pp23","summierheid",7.45,5.3,2,1719.86314537592,1.71986314537592
"489","pp23","tilbaarheid",6.8,0,2,897.847291650418,0.897847291650418
"490","pp23","pitloosheid",6.86,0,2,953.367067491184,0.953367067491184
"491","pp23","labielheid",6.53,4.38,2,685.398211491809,0.685398211491809
"492","pp23","contentheid",6.77,4.5,2,871.311893990772,0.871311893990772
"493","pp23","saprijkheid",6.36,0,2,578.246356393727,0.578246356393727
"494","pp23","dementheid",6.41,3.83,2,607.893681061474,0.607893681061474
"495","pp23","enormheid",6.17,8.42,2,478.186106089261,0.478186106089261
"496","pp23","bebrildheid",7.21,3.61,2,1352.89226737426,1.35289226737426
"497","pp23","royaalheid",6.46,6.09,2,639.061056569553,0.639061056569553
"498","pp23","jofelheid",6.4,3.33,2,601.845037872082,0.601845037872082
"499","pp23","basaalheid",6.36,3.56,2,578.246356393727,0.578246356393727
"500","pp23","kalkrijkheid",6.38,3.14,2,589.927707658469,0.589927707658469
"501","pp23","kortafheid",6.3,5.87,2,544.571910125929,0.544571910125929
"502","pp23","ontroerdheid",6.28,5.55,2,533.788663825561,0.533788663825561
"503","pp23","lobbigheid",6.82,0,2,915.98501008115,0.91598501008115
"504","pp23","banaalheid",6.44,5.74,2,626.406799811489,0.626406799811489
"505","pp23","erkendheid",6.17,6.52,2,478.186106089261,0.478186106089261
"506","pp23","coulantheid",6.43,1.79,2,620.173948012713,0.620173948012713
"507","pp23","geurloosheid",6.83,2.56,2,925.190812479059,0.925190812479059
"508","pp23","antiekheid",6.31,6.75,2,550.044948812039,0.550044948812039
"509","pp23","ludiekheid",6.68,4.14,2,796.319112015905,0.796319112015905
"510","pp23","ondiepheid",6.7,5.66,2,812.405825167543,0.812405825167543
"511","pp23","markantheid",6.28,5.16,2,533.788663825561,0.533788663825561
"512","pp23","pipsheid",6.7,3.33,2,812.405825167543,0.812405825167543
"513","pp23","onbelastheid",6.73,3.18,2,837.147265954143,0.837147265954143
"514","pp23","koketheid",6.56,4.79,2,706.271694595366,0.706271694595366
"515","pp23","onattentheid",6.86,1.61,2,953.367067491184,0.953367067491184
"516","pp23","onwelheid",6.92,3.97,2,1012.31999453492,1.01231999453492
"517","pp23","visrijkheid",6.73,3.04,2,837.147265954143,0.837147265954143
"518","pp23","gammelheid",6.51,4.91,2,671.826417591094,0.671826417591094
"519","pp24","koketheid",6.47,4.79,2,645.483726965062,0.645483726965062
"520","pp24","bezweetheid",6.57,4.75,2,713.369843132868,0.713369843132868
"521","pp24","ondiepheid",6.93,5.66,2,1022.49397962264,1.02249397962264
"522","pp24","saprijkheid",7.22,0,2,1366.48906070825,1.36648906070825
"523","pp24","royaalheid",6.37,6.09,2,584.057828891295,0.584057828891295
"524","pp24","antiekheid",6.65,6.75,2,772.78432553515,0.77278432553515
"525","pp24","beschutheid",6.24,4.79,2,512.858510942829,0.512858510942829
"526","pp24","gammelheid",6.45,4.91,2,632.702292812254,0.632702292812254
"527","pp24","tactvolheid",6.57,4.75,2,713.369843132868,0.713369843132868
"528","pp24","onattentheid",6.8,1.61,2,897.847291650418,0.897847291650418
"529","pp24","tembaarheid",6.46,0,2,639.061056569553,0.639061056569553
"530","pp24","contentheid",6.36,4.5,2,578.246356393727,0.578246356393727
"531","pp24","erkendheid",6.45,6.52,2,632.702292812254,0.632702292812254
"532","pp24","riantheid",6.46,4.53,2,639.061056569553,0.639061056569553
"533","pp24","beuheid",6.8,5.07,2,897.847291650418,0.897847291650418
"534","pp24","dementheid",6.72,3.83,2,828.81751148147,0.82881751148147
"535","pp24","banaalheid",6.49,5.74,2,658.523363215221,0.658523363215221
"536","pp24","kortafheid",7.42,5.87,2,1669.03350774475,1.66903350774475
"537","pp24","blusbaarheid",6.8,0,2,897.847291650418,0.897847291650418
"538","pp24","basaalheid",6.43,3.56,2,620.173948012713,0.620173948012713
"539","pp24","ludiekheid",6.6,4.14,2,735.095189241973,0.735095189241973
"540","pp24","ovaalheid",6.88,5.86,2,972.626359791884,0.972626359791884
"541","pp24","visrijkheid",6.56,3.04,2,706.271694595366,0.706271694595366
"542","pp24","lobbigheid",6.54,0,2,692.286578036492,0.692286578036492
"543","pp24","labielheid",6.42,4.38,2,614.003114125552,0.614003114125552
"544","pp24","onbelastheid",6.56,3.18,2,706.271694595366,0.706271694595366
"545","pp24","pitloosheid",6.55,0,2,699.244173815885,0.699244173815885
"546","pp24","jofelheid",6.35,3.33,2,572.492709013671,0.572492709013671
"547","pp24","kalkrijkheid",6.84,3.14,2,934.48913472921,0.93448913472921
"548","pp24","coulantheid",6.46,1.79,2,639.061056569553,0.639061056569553
"549","pp24","ontroerdheid",6.8,5.55,2,897.847291650418,0.897847291650418
"550","pp24","bebrildheid",6.5,3.61,2,665.141633044362,0.665141633044362
"551","pp24","markantheid",6.57,5.16,2,713.369843132868,0.713369843132868
"552","pp24","summierheid",6.46,5.3,2,639.061056569553,0.639061056569553
"553","pp24","enormheid",6.32,8.42,2,555.572992451403,0.555572992451403
"554","pp24","onwelheid",7.15,3.97,2,1274.10595517345,1.27410595517345
"555","pp24","tilbaarheid",6.84,0,2,934.48913472921,0.93448913472921
"556","pp24","geurloosheid",6.76,2.56,2,862.642195789237,0.862642195789237
"557","pp24","pipsheid",6.38,3.33,2,589.927707658469,0.589927707658469
"558","pp24","aftandsheid",6.24,4.2,2,512.858510942829,0.512858510942829
"559","pp25","enormheid",6.14,8.42,2,464.053570859276,0.464053570859276
"560","pp25","basaalheid",6.44,3.56,2,626.406799811489,0.626406799811489
"561","pp25","markantheid",6.32,5.16,2,555.572992451403,0.555572992451403
"562","pp25","ontroerdheid",6.32,5.55,2,555.572992451403,0.555572992451403
"563","pp25","lobbigheid",6.38,0,2,589.927707658469,0.589927707658469
"564","pp25","contentheid",6.55,4.5,2,699.244173815885,0.699244173815885
"565","pp25","riantheid",6.27,4.53,2,528.477377877687,0.528477377877687
"566","pp25","tembaarheid",6.33,0,2,561.156593852991,0.561156593852991
"567","pp25","onattentheid",6.42,1.61,2,614.003114125552,0.614003114125552
"568","pp25","aftandsheid",6.43,4.2,2,620.173948012713,0.620173948012713
"569","pp25","geurloosheid",6.47,2.56,2,645.483726965062,0.645483726965062
"570","pp25","ovaalheid",6.44,5.86,2,626.406799811489,0.626406799811489
"571","pp25","erkendheid",6.18,6.52,2,482.991956352786,0.482991956352786
"572","pp25","coulantheid",6.22,1.79,2,502.703232020239,0.502703232020239
"573","pp25","labielheid",6.22,4.38,2,502.703232020239,0.502703232020239
"574","pp25","visrijkheid",6.21,3.04,2,497.701251286807,0.497701251286807
"575","pp25","ondiepheid",6.29,5.66,2,539.153329084643,0.539153329084643
"576","pp25","blusbaarheid",6.56,0,2,706.271694595366,0.706271694595366
"577","pp25","tilbaarheid",6.33,0,2,561.156593852991,0.561156593852991
"578","pp25","gammelheid",6.42,4.91,2,614.003114125552,0.614003114125552
"579","pp25","ludiekheid",6.62,4.14,2,749.945097111882,0.749945097111882
"580","pp25","pipsheid",6.58,3.33,2,720.53932924916,0.72053932924916
"581","pp25","banaalheid",6.23,5.74,2,507.755483495794,0.507755483495794
"582","pp25","bezweetheid",6.35,4.75,2,572.492709013671,0.572492709013671
"583","pp25","beschutheid",6.23,4.79,2,507.755483495794,0.507755483495794
"584","pp25","antiekheid",6.37,6.75,2,584.057828891295,0.584057828891295
"585","pp25","tactvolheid",6.32,4.75,2,555.572992451403,0.555572992451403
"586","pp25","jofelheid",6.43,3.33,2,620.173948012713,0.620173948012713
"587","pp25","pitloosheid",6.41,0,2,607.893681061474,0.607893681061474
"588","pp25","summierheid",6.56,5.3,2,706.271694595366,0.706271694595366
"589","pp25","kalkrijkheid",6.66,3.14,2,780.550937126804,0.780550937126804
"590","pp25","onbelastheid",7.13,3.18,2,1248.87696691326,1.24887696691326
"591","pp25","kortafheid",6.2,5.87,2,492.749041093256,0.492749041093256
"592","pp25","saprijkheid",6.2,0,2,492.749041093256,0.492749041093256
"593","pp25","beuheid",6.51,5.07,2,671.826417591094,0.671826417591094
"594","pp25","dementheid",6.26,3.83,2,523.218940108001,0.523218940108001
"595","pp25","royaalheid",6.19,6.09,2,487.846106214441,0.487846106214441
"596","pp28","enormheid",6.36,8.42,2,578.246356393727,0.578246356393727
"597","pp28","basaalheid",6.67,3.56,2,788.395604462632,0.788395604462632
"598","pp28","markantheid",6.53,5.16,2,685.398211491809,0.685398211491809
"599","pp28","ontroerdheid",6.58,5.55,2,720.53932924916,0.72053932924916
"600","pp28","lobbigheid",6.55,0,2,699.244173815885,0.699244173815885
"601","pp28","contentheid",6.88,4.5,2,972.626359791884,0.972626359791884
"602","pp28","riantheid",7.05,4.53,2,1152.85874278339,1.15285874278339
"603","pp28","tembaarheid",6.61,0,2,742.483018716623,0.742483018716623
"604","pp28","onattentheid",6.69,1.61,2,804.322252143982,0.804322252143982
"605","pp28","bebrildheid",6.52,3.61,2,678.578385339442,0.678578385339442
"606","pp28","aftandsheid",6.66,4.2,2,780.550937126804,0.780550937126804
"607","pp28","geurloosheid",6.38,2.56,2,589.927707658469,0.589927707658469
"608","pp28","ovaalheid",6.32,5.86,2,555.572992451403,0.555572992451403
"609","pp28","erkendheid",6.21,6.52,2,497.701251286807,0.497701251286807
"610","pp28","coulantheid",6.44,1.79,2,626.406799811489,0.626406799811489
"611","pp28","labielheid",6.21,4.38,2,497.701251286807,0.497701251286807
"612","pp28","visrijkheid",6.26,3.04,2,523.218940108001,0.523218940108001
"613","pp28","ondiepheid",6.25,5.66,2,518.012824668342,0.518012824668342
"614","pp28","onwelheid",6.36,3.97,2,578.246356393727,0.578246356393727
"615","pp28","blusbaarheid",6.36,0,2,578.246356393727,0.578246356393727
"616","pp28","tilbaarheid",7.05,0,2,1152.85874278339,1.15285874278339
"617","pp28","gammelheid",6.46,4.91,2,639.061056569553,0.639061056569553
"618","pp28","koketheid",6.23,4.79,2,507.755483495794,0.507755483495794
"619","pp28","ludiekheid",6.46,4.14,2,639.061056569553,0.639061056569553
"620","pp28","pipsheid",6.46,3.33,2,639.061056569553,0.639061056569553
"621","pp28","banaalheid",6.41,5.74,2,607.893681061474,0.607893681061474
"622","pp28","bezweetheid",6.35,4.75,2,572.492709013671,0.572492709013671
"623","pp28","beschutheid",6.81,4.79,2,906.870806947572,0.906870806947572
"624","pp28","antiekheid",6.41,6.75,2,607.893681061474,0.607893681061474
"625","pp28","tactvolheid",6.41,4.75,2,607.893681061474,0.607893681061474
"626","pp28","jofelheid",6.39,3.33,2,595.856579688016,0.595856579688016
"627","pp28","pitloosheid",6.23,0,2,507.755483495794,0.507755483495794
"628","pp28","summierheid",6.4,5.3,2,601.845037872082,0.601845037872082
"629","pp28","kalkrijkheid",6.57,3.14,2,713.369843132868,0.713369843132868
"630","pp28","onbelastheid",6.56,3.18,2,706.271694595366,0.706271694595366
"631","pp28","kortafheid",6.3,5.87,2,544.571910125929,0.544571910125929
"632","pp28","saprijkheid",6.62,0,2,749.945097111882,0.749945097111882
"633","pp28","beuheid",6.64,5.07,2,765.094993020038,0.765094993020038
"634","pp28","dementheid",6.37,3.83,2,584.057828891295,0.584057828891295
"635","pp28","royaalheid",6.41,6.09,2,607.893681061474,0.607893681061474
"636","pp3","koketheid",6.73,4.79,2,837.147265954143,0.837147265954143
"637","pp3","bezweetheid",6.6,4.75,2,735.095189241973,0.735095189241973
"638","pp3","ondiepheid",6.42,5.66,2,614.003114125552,0.614003114125552
"639","pp3","royaalheid",6.68,6.09,2,796.319112015905,0.796319112015905
"640","pp3","antiekheid",6.58,6.75,2,720.53932924916,0.72053932924916
"641","pp3","beschutheid",6.8,4.79,2,897.847291650418,0.897847291650418
"642","pp3","gammelheid",6.48,4.91,2,651.970946271172,0.651970946271172
"643","pp3","tactvolheid",7.23,4.75,2,1380.22250408705,1.38022250408705
"644","pp3","onattentheid",6.85,1.61,2,943.880906671578,0.943880906671578
"645","pp3","tembaarheid",6.67,0,2,788.395604462632,0.788395604462632
"646","pp3","erkendheid",7.14,6.52,2,1261.4283890983,1.2614283890983
"647","pp3","riantheid",6.54,4.53,2,692.286578036492,0.692286578036492
"648","pp3","beuheid",6.55,5.07,2,699.244173815885,0.699244173815885
"649","pp3","dementheid",6.52,3.83,2,678.578385339442,0.678578385339442
"650","pp3","kortafheid",6.95,5.87,2,1043.1497281803,1.0431497281803
"651","pp3","blusbaarheid",7.03,0,2,1130.03061018637,1.13003061018637
"652","pp3","basaalheid",6.82,3.56,2,915.98501008115,0.91598501008115
"653","pp3","ludiekheid",6.48,4.14,2,651.970946271172,0.651970946271172
"654","pp3","ovaalheid",6.4,5.86,2,601.845037872082,0.601845037872082
"655","pp3","visrijkheid",6.55,3.04,2,699.244173815885,0.699244173815885
"656","pp3","labielheid",6.89,4.38,2,982.401417218259,0.982401417218259
"657","pp3","pitloosheid",6.51,0,2,671.826417591094,0.671826417591094
"658","pp3","jofelheid",6.45,3.33,2,632.702292812254,0.632702292812254
"659","pp3","kalkrijkheid",6.94,3.14,2,1032.7702149604,1.0327702149604
"660","pp3","coulantheid",6.61,1.79,2,742.483018716623,0.742483018716623
"661","pp3","ontroerdheid",6.69,5.55,2,804.322252143982,0.804322252143982
"662","pp3","bebrildheid",6.92,3.61,2,1012.31999453492,1.01231999453492
"663","pp3","markantheid",7.3,5.16,2,1480.29992758455,1.48029992758454
"664","pp3","summierheid",6.81,5.3,2,906.870806947572,0.906870806947572
"665","pp3","enormheid",6.87,8.42,2,962.948565812014,0.962948565812014
"666","pp3","onwelheid",6.78,3.97,2,880.068724107803,0.880068724107803
"667","pp3","tilbaarheid",6.29,0,2,539.153329084643,0.539153329084643
"668","pp3","geurloosheid",6.38,2.56,2,589.927707658469,0.589927707658469
"669","pp3","pipsheid",6.78,3.33,2,880.068724107803,0.880068724107803
"670","pp3","aftandsheid",6.84,4.2,2,934.48913472921,0.93448913472921
"671","pp4","geurloosheid",6.96,2.56,2,1053.63355724232,1.05363355724232
"672","pp4","coulantheid",7.33,1.79,2,1525.38177199056,1.52538177199056
"673","pp4","visrijkheid",7.42,3.04,2,1669.03350774475,1.66903350774475
"674","pp4","ondiepheid",7.08,5.66,2,1187.96851850909,1.18796851850909
"675","pp4","blusbaarheid",6.94,0,2,1032.7702149604,1.0327702149604
"676","pp4","tilbaarheid",6.88,0,2,972.626359791884,0.972626359791884
"677","pp4","gammelheid",7.04,4.91,2,1141.38760662897,1.14138760662897
"678","pp4","beschutheid",7.44,4.79,2,1702.75022115075,1.70275022115075
"679","pp4","tactvolheid",7.2,4.75,2,1339.43076439442,1.33943076439442
"680","pp4","jofelheid",7.29,3.33,2,1465.57069720398,1.46557069720398
"681","pp4","pitloosheid",7.38,0,2,1603.58976783252,1.60358976783252
"682","pp4","kalkrijkheid",6.98,3.14,2,1074.91836699577,1.07491836699577
"683","pp4","onbelastheid",7.44,3.18,2,1702.75022115075,1.70275022115075
"684","pp4","saprijkheid",6.84,0,2,934.48913472921,0.93448913472921
"685","pp4","royaalheid",7.1,6.09,2,1211.96707449258,1.21196707449258
"686","pp5","riantheid",6.97,4.53,2,1064.22275053809,1.06422275053809
"687","pp5","ovaalheid",6.76,5.86,2,862.642195789237,0.862642195789237
"688","pp5","aftandsheid",6.64,4.2,2,765.094993020038,0.765094993020038
"689","pp5","beschutheid",6.83,4.79,2,925.190812479059,0.925190812479059
"690","pp5","dementheid",7.05,3.83,2,1152.85874278339,1.15285874278339
"691","pp5","royaalheid",6.79,6.09,2,888.913561830637,0.888913561830637
"692","pp6","koketheid",6.49,4.79,2,658.523363215221,0.658523363215221
"693","pp6","bezweetheid",6.34,4.75,2,566.796311381596,0.566796311381596
"694","pp6","ondiepheid",6.27,5.66,2,528.477377877687,0.528477377877687
"695","pp6","royaalheid",6.23,6.09,2,507.755483495794,0.507755483495794
"696","pp6","antiekheid",6.27,6.75,2,528.477377877687,0.528477377877687
"697","pp6","beschutheid",6.29,4.79,2,539.153329084643,0.539153329084643
"698","pp6","gammelheid",6.59,4.91,2,727.780869898828,0.727780869898828
"699","pp6","tactvolheid",6.37,4.75,2,584.057828891295,0.584057828891295
"700","pp6","onattentheid",6.63,1.61,2,757.482170641809,0.757482170641809
"701","pp6","tembaarheid",6.35,0,2,572.492709013671,0.572492709013671
"702","pp6","contentheid",6.52,4.5,2,678.578385339442,0.678578385339442
"703","pp6","erkendheid",6.29,6.52,2,539.153329084643,0.539153329084643
"704","pp6","riantheid",6.34,4.53,2,566.796311381596,0.566796311381596
"705","pp6","beuheid",6.39,5.07,2,595.856579688016,0.595856579688016
"706","pp6","dementheid",6.31,3.83,2,550.044948812039,0.550044948812039
"707","pp6","banaalheid",6.38,5.74,2,589.927707658469,0.589927707658469
"708","pp6","kortafheid",6.35,5.87,2,572.492709013671,0.572492709013671
"709","pp6","blusbaarheid",6.44,0,2,626.406799811489,0.626406799811489
"710","pp6","basaalheid",6.32,3.56,2,555.572992451403,0.555572992451403
"711","pp6","ludiekheid",6.28,4.14,2,533.788663825561,0.533788663825561
"712","pp6","ovaalheid",6.21,5.86,2,497.701251286807,0.497701251286807
"713","pp6","visrijkheid",6.29,3.04,2,539.153329084643,0.539153329084643
"714","pp6","lobbigheid",6.61,0,2,742.483018716623,0.742483018716623
"715","pp6","labielheid",6.34,4.38,2,566.796311381596,0.566796311381596
"716","pp6","onbelastheid",6.35,3.18,2,572.492709013671,0.572492709013671
"717","pp6","pitloosheid",6.27,0,2,528.477377877687,0.528477377877687
"718","pp6","jofelheid",6.28,3.33,2,533.788663825561,0.533788663825561
"719","pp6","kalkrijkheid",6.28,3.14,2,533.788663825561,0.533788663825561
"720","pp6","coulantheid",6.3,1.79,2,544.571910125929,0.544571910125929
"721","pp6","ontroerdheid",6.22,5.55,2,502.703232020239,0.502703232020239
"722","pp6","bebrildheid",6.41,3.61,2,607.893681061474,0.607893681061474
"723","pp6","markantheid",6.33,5.16,2,561.156593852991,0.561156593852991
"724","pp6","summierheid",6.56,5.3,2,706.271694595366,0.706271694595366
"725","pp6","enormheid",6.22,8.42,2,502.703232020239,0.502703232020239
"726","pp6","onwelheid",6.58,3.97,2,720.53932924916,0.72053932924916
"727","pp6","tilbaarheid",6.33,0,2,561.156593852991,0.561156593852991
"728","pp6","geurloosheid",6.3,2.56,2,544.571910125929,0.544571910125929
"729","pp6","pipsheid",6.74,3.33,2,845.560735851037,0.845560735851037
